,aircraft.damage,make,model,number.of.engines,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,total.passengers
0,Destroyed,cessna,C172,1,3,0,0,1,4
1,Destroyed,cessna,C180,1,4,0,0,0,4
2,Destroyed,cessna,C172,1,1,0,0,0,1
3,Destroyed,cessna,C180,1,3,0,0,0,3
4,Substantial,cessna,C172,1,0,0,0,1,1
5,Substantial,cessna,C152,1,0,0,0,1,1
6,Substantial,cessna,C150,1,0,0,0,2,2
7,Substantial,cessna,C210,1,0,0,1,1,2
8,Substantial,cessna,C182,1,0,0,2,0,2
9,Substantial,cessna,C182,1,0,0,0,1,1
10,Substantial,cessna,C152,1,0,0,0,2,2
11,Destroyed,cessna,C210,1,2,0,0,0,2
12,Destroyed,cessna,C172,1,1,0,0,0,1
13,Substantial,cessna,C152,1,0,0,0,1,1
14,Substantial,cessna,C152,1,0,0,0,1,1
15,Substantial,cessna,C172,1,0,0,0,2,2
16,Substantial,cessna,C152,1,0,0,0,1,1
17,Substantial,cessna,C210,1,0,1,0,3,4
18,Substantial,cessna,C172,1,0,0,0,2,2
19,Substantial,cessna,C182,1,0,0,0,1,1
20,Destroyed,cessna,C172,1,0,0,0,4,4
21,Substantial,cessna,C180,1,0,0,0,1,1
22,Destroyed,cessna,C210,1,3,0,0,0,3
23,Substantial,cessna,C172,1,0,0,0,2,2
24,Substantial,cessna,C150,1,0,0,0,1,1
25,Destroyed,cessna,C150,1,1,0,0,0,1
26,Destroyed,cessna,C182,1,0,0,1,0,1
27,Destroyed,cessna,C150,1,0,0,1,1,2
28,Destroyed,cessna,C172,1,1,0,0,0,1
29,Substantial,cessna,C180,1,0,0,0,1,1
30,Substantial,cessna,C210,1,4,0,0,0,4
31,Substantial,cessna,C152,1,0,0,0,1,1
32,Substantial,cessna,C182,1,0,0,1,1,2
33,Substantial,cessna,C182,1,0,0,0,1,1
34,Substantial,cessna,C150,1,0,0,0,1,1
35,Destroyed,cessna,C182,1,3,0,0,0,3
36,Substantial,cessna,C210,1,1,0,0,1,2
37,Substantial,cessna,C152,1,0,0,0,1,1
38,Destroyed,cessna,C210,1,4,0,0,0,4
39,Substantial,cessna,C172,1,0,0,0,2,2
40,Destroyed,cessna,C172,1,1,1,0,0,2
41,Substantial,cessna,C150,1,0,0,0,3,3
42,Substantial,cessna,C150,1,0,1,0,0,1
43,Substantial,cessna,C172,1,0,0,2,0,2
44,Substantial,cessna,C172,1,0,0,0,4,4
45,Substantial,cessna,C172,1,0,0,0,2,2
46,Destroyed,cessna,C182,1,2,0,0,0,2
47,Substantial,cessna,C152,1,0,0,1,0,1
48,Substantial,cessna,C172,1,0,0,0,3,3
49,Substantial,cessna,C152,1,0,0,0,1,1
50,Substantial,cessna,C152,1,0,0,0,2,2
51,Substantial,cessna,C152,1,0,0,0,1,1
52,Substantial,cessna,C172,1,0,0,0,1,1
53,Substantial,cessna,C172,1,0,0,0,1,1
54,Destroyed,cessna,C172,1,1,0,0,0,1
55,Destroyed,cessna,C150,1,1,0,0,0,1
56,Substantial,cessna,C172,1,0,0,0,2,2
57,Substantial,cessna,C182,1,1,0,0,0,1
58,Substantial,cessna,C172,1,0,0,0,3,3
59,Substantial,cessna,C172,1,0,0,0,1,1
60,Substantial,cessna,C182,1,0,0,0,2,2
61,Substantial,cessna,C172,1,0,0,0,3,3
62,Substantial,cessna,C172,1,0,0,0,3,3
63,Substantial,cessna,C150,1,0,0,0,2,2
64,Substantial,cessna,C152,1,0,0,1,0,1
65,Substantial,cessna,C180,1,0,0,0,3,3
66,Substantial,cessna,C152,1,0,0,0,2,2
67,Substantial,cessna,C152,1,0,0,0,1,1
68,Destroyed,cessna,C172,1,0,1,1,0,2
69,Destroyed,cessna,C182,1,2,0,0,0,2
70,Substantial,cessna,C182,1,0,0,0,2,2
71,Destroyed,cessna,C150,1,2,0,0,0,2
72,Substantial,cessna,C210,1,0,0,0,1,1
73,Substantial,cessna,C150,1,0,0,0,2,2
74,Substantial,cessna,C180,1,0,0,0,3,3
75,Substantial,cessna,C152,1,0,0,0,2,2
76,Substantial,cessna,C182,1,0,0,0,2,2
77,Substantial,cessna,C150,1,0,0,2,0,2
78,Destroyed,cessna,C210,1,4,0,0,0,4
79,Substantial,cessna,C172,1,0,0,0,5,5
80,Substantial,cessna,C152,1,0,0,0,1,1
81,Substantial,cessna,C172,1,0,0,0,4,4
82,Substantial,cessna,C152,1,0,0,0,1,1
83,Substantial,cessna,C172,1,0,0,0,1,1
84,Destroyed,cessna,C172,1,1,0,0,0,1
85,Destroyed,cessna,C172,1,0,0,1,0,1
86,Substantial,cessna,C152,1,0,0,0,1,1
87,Substantial,cessna,C182,1,0,0,1,0,1
88,Substantial,cessna,C172,1,0,0,0,1,1
89,Substantial,cessna,C172,1,0,0,0,1,1
90,Substantial,cessna,C152,1,0,0,0,1,1
91,Substantial,cessna,C152,1,0,0,1,0,1
92,Destroyed,cessna,C172,1,4,0,0,0,4
93,Substantial,cessna,C150,1,0,0,0,1,1
94,Substantial,cessna,C152,1,0,0,0,1,1
95,Substantial,cessna,C172,1,0,0,0,2,2
96,Substantial,cessna,C150,1,0,0,1,0,1
97,Destroyed,cessna,C150,1,0,2,0,0,2
98,Destroyed,cessna,C152,1,0,0,0,1,1
99,Substantial,cessna,C150,1,0,0,0,1,1
100,Substantial,cessna,C172,1,0,0,0,4,4
101,Substantial,cessna,C152,1,0,0,0,1,1
102,Substantial,cessna,C152,1,0,0,0,1,1
103,Substantial,cessna,C150,1,0,0,1,1,2
104,Destroyed,cessna,C152,1,0,0,0,1,1
105,Substantial,cessna,C172,1,0,0,0,2,2
106,Substantial,cessna,C210,1,0,0,0,3,3
107,Substantial,cessna,C210,1,0,0,2,0,2
108,Substantial,cessna,C210,1,0,0,0,1,1
109,Substantial,cessna,C172,1,0,0,0,1,1
110,Substantial,cessna,C180,1,0,0,0,1,1
111,Substantial,cessna,C172,1,0,0,0,2,2
112,Destroyed,cessna,C172,1,1,1,0,0,2
113,Substantial,cessna,C152,1,0,0,0,1,1
114,Substantial,cessna,C172,1,0,0,0,3,3
115,Substantial,cessna,C150,1,0,0,0,2,2
116,Substantial,cessna,C150,1,0,0,0,2,2
117,Substantial,cessna,C152,1,0,0,0,1,1
118,Substantial,cessna,C172,1,0,0,1,3,4
119,Substantial,cessna,C152,1,0,0,0,1,1
120,Substantial,cessna,C180,1,0,0,0,1,1
121,Substantial,cessna,C172,1,0,0,0,1,1
122,Substantial,cessna,C152,1,0,0,0,1,1
123,Destroyed,cessna,C150,1,0,0,0,2,2
124,Destroyed,cessna,C172,1,0,0,0,3,3
125,Destroyed,cessna,C210,1,4,0,0,0,4
126,Substantial,cessna,C152,1,0,0,0,1,1
127,Substantial,cessna,C182,1,0,0,1,0,1
128,Destroyed,cessna,C152,1,0,0,0,1,1
129,Substantial,cessna,C150,1,0,1,0,0,1
130,Substantial,cessna,C210,1,0,0,0,2,2
131,Substantial,cessna,C152,1,0,0,0,2,2
132,Substantial,cessna,C172,1,0,0,0,2,2
133,Substantial,cessna,C172,1,0,0,0,2,2
134,Substantial,cessna,C152,1,0,0,0,2,2
135,Destroyed,cessna,C152,1,2,0,0,0,2
136,Substantial,cessna,C182,1,0,0,0,4,4
137,Substantial,cessna,C172,1,0,0,0,2,2
138,Substantial,cessna,C210,1,0,0,4,0,4
139,Destroyed,cessna,C172,1,3,0,0,0,3
140,Substantial,cessna,C152,1,0,0,0,1,1
141,Destroyed,cessna,C182,1,0,2,0,0,2
142,Substantial,cessna,C152,1,0,0,0,1,1
143,Destroyed,cessna,C172,1,0,2,0,0,2
144,Substantial,cessna,C182,1,0,0,0,1,1
145,Substantial,cessna,C150,1,0,0,0,3,3
146,Substantial,cessna,C172,1,0,0,0,1,1
147,Substantial,cessna,C182,1,0,0,0,1,1
148,Destroyed,cessna,C172,1,0,0,0,3,3
149,Substantial,cessna,C172,1,0,0,0,3,3
150,Substantial,cessna,C172,1,0,0,0,2,2
151,Destroyed,cessna,C182,1,1,0,0,0,1
152,Substantial,cessna,C150,1,0,0,0,1,1
153,Substantial,cessna,C172,1,0,0,0,2,2
154,Destroyed,cessna,C172,1,2,0,0,0,2
155,Substantial,cessna,C150,1,0,0,0,1,1
156,Substantial,cessna,C180,1,0,0,0,1,1
157,Destroyed,cessna,C150,1,0,1,0,1,2
158,Substantial,cessna,C172,1,0,1,1,0,2
159,Substantial,cessna,C172,1,0,0,0,2,2
160,Substantial,cessna,C182,1,0,0,1,0,1
161,Substantial,cessna,C182,1,0,0,0,3,3
162,Substantial,cessna,C172,1,0,0,0,2,2
163,Destroyed,cessna,C172,1,0,0,0,1,1
164,Destroyed,cessna,C210,1,2,0,0,0,2
165,Substantial,cessna,C182,1,0,0,0,1,1
166,Substantial,cessna,C182,1,0,0,0,1,1
167,Substantial,cessna,C152,1,0,0,0,1,1
168,Substantial,cessna,C182,1,0,0,0,1,1
169,Substantial,cessna,C182,1,0,0,0,3,3
170,Substantial,cessna,C172,1,0,0,0,2,2
171,Destroyed,cessna,C182,1,2,0,0,0,2
172,Substantial,cessna,C210,1,0,1,0,2,3
173,Substantial,cessna,C152,1,0,0,1,0,1
174,Substantial,cessna,C182,1,0,0,1,0,1
175,Substantial,cessna,C172,1,0,0,0,4,4
176,Substantial,cessna,C182,1,0,0,0,1,1
177,Substantial,cessna,C210,1,0,0,0,1,1
178,Destroyed,cessna,C172,1,0,0,0,1,1
179,Destroyed,cessna,C172,1,1,0,0,0,1
180,Destroyed,cessna,C150,1,1,0,0,0,1
181,Substantial,cessna,C152,1,0,0,0,1,1
182,Substantial,cessna,C182,1,0,0,0,1,1
183,Substantial,cessna,C180,1,0,0,1,0,1
184,Minor,cessna,C172,1,0,0,0,2,2
185,Destroyed,cessna,C172,1,1,0,0,0,1
186,Substantial,cessna,C150,1,0,0,0,1,1
187,Substantial,cessna,C210,1,0,0,0,1,1
188,Substantial,cessna,C152,1,0,0,0,1,1
189,Destroyed,cessna,C210,1,5,0,0,0,5
190,Destroyed,cessna,C150,1,0,0,0,1,1
191,Substantial,cessna,C172,1,0,0,0,1,1
192,Substantial,cessna,C172,1,0,0,0,2,2
193,Substantial,cessna,C172,1,0,0,0,1,1
194,Substantial,cessna,C152,1,0,0,0,1,1
195,Substantial,cessna,C172,1,0,0,0,3,3
196,Substantial,cessna,C150,1,0,0,0,1,1
197,Substantial,cessna,C150,1,0,0,2,0,2
198,Substantial,cessna,C150,1,0,0,0,2,2
199,Substantial,cessna,C150,1,0,0,0,2,2
200,Substantial,cessna,C152,1,0,0,0,1,1
201,Substantial,cessna,C152,1,0,0,0,2,2
202,Substantial,cessna,C182,1,0,0,0,1,1
203,Substantial,cessna,C150,1,0,0,1,1,2
204,Substantial,cessna,C210,1,0,0,0,5,5
205,Substantial,cessna,C150,1,0,0,0,1,1
206,Substantial,cessna,C182,1,0,0,0,3,3
207,Substantial,cessna,C180,1,0,0,0,1,1
208,Destroyed,cessna,C180,1,0,0,1,0,1
209,Substantial,cessna,C152,1,0,0,0,1,1
210,Substantial,cessna,C172,1,0,0,0,1,1
211,Substantial,cessna,C172,1,0,0,0,4,4
212,Substantial,cessna,C172,1,0,0,0,1,1
213,Substantial,cessna,C180,1,0,0,0,1,1
214,Destroyed,cessna,C172,1,1,0,0,0,1
215,Substantial,cessna,C182,1,0,0,0,1,1
216,Substantial,cessna,C150,1,0,0,0,1,1
217,Substantial,cessna,C150,1,0,0,0,2,2
218,Substantial,cessna,C172,1,0,0,0,1,1
219,Substantial,cessna,C172,1,0,0,0,1,1
220,Substantial,cessna,C172,1,0,0,0,1,1
221,Substantial,cessna,C182,1,0,0,0,1,1
222,Destroyed,cessna,C182,1,0,0,0,2,2
223,Destroyed,cessna,C150,1,0,0,1,0,1
224,Substantial,cessna,C150,1,0,0,0,1,1
225,Substantial,cessna,C210,1,0,0,3,2,5
226,Substantial,cessna,C180,1,0,0,0,2,2
227,Substantial,cessna,C152,1,0,0,0,1,1
228,Substantial,cessna,C150,1,0,0,1,1,2
229,Substantial,cessna,C172,1,0,0,0,2,2
230,Substantial,cessna,C152,1,0,0,0,1,1
231,Destroyed,cessna,C182,1,3,0,0,0,3
232,Substantial,cessna,C150,1,0,0,0,2,2
233,Substantial,cessna,C172,1,0,0,0,1,1
234,Destroyed,cessna,C152,1,1,0,0,0,1
235,Destroyed,cessna,C172,1,0,0,2,0,2
236,Destroyed,cessna,C182,1,1,0,0,0,1
237,Substantial,cessna,C172,1,0,0,0,2,2
238,Substantial,cessna,C172,1,0,0,4,0,4
239,Substantial,cessna,C180,1,0,0,0,3,3
240,Substantial,cessna,C172,1,0,0,0,2,2
241,Substantial,cessna,C150,1,0,0,1,0,1
242,Substantial,cessna,C172,1,0,0,1,1,2
243,Substantial,cessna,C182,1,0,0,0,1,1
244,Substantial,cessna,C182,1,0,0,0,2,2
245,Destroyed,cessna,C172,1,3,0,0,0,3
246,Destroyed,cessna,C150,1,1,1,0,0,2
247,Substantial,cessna,C172,1,0,0,0,1,1
248,Substantial,cessna,C150,2,0,0,0,2,2
249,Destroyed,cessna,C150,1,1,0,0,0,1
250,Destroyed,cessna,C172,1,0,0,0,4,4
251,Destroyed,cessna,C182,1,0,0,1,0,1
252,Substantial,cessna,C152,1,0,0,0,1,1
253,Substantial,cessna,C150,1,0,1,1,0,2
254,Substantial,cessna,C172,1,0,0,0,2,2
255,Substantial,cessna,C172,1,0,0,0,1,1
256,Substantial,cessna,C172,1,0,0,0,2,2
257,Minor,cessna,C152,1,0,0,0,2,2
258,Destroyed,cessna,C150,1,0,0,0,1,1
259,Substantial,cessna,C150,1,0,0,1,1,2
260,Substantial,cessna,C172,1,0,0,0,1,1
261,Substantial,cessna,C152,1,0,0,0,1,1
262,Substantial,cessna,C150,1,0,0,0,1,1
263,Substantial,cessna,C172,1,0,0,0,3,3
264,Destroyed,cessna,C210,1,2,0,0,0,2
265,Substantial,cessna,C182,1,0,0,0,1,1
266,Substantial,cessna,C150,1,0,0,0,1,1
267,Destroyed,cessna,C150,1,0,0,2,0,2
268,Substantial,cessna,C150,1,0,0,0,1,1
269,Substantial,cessna,C152,1,0,0,0,1,1
270,Substantial,cessna,C172,1,0,0,2,0,2
271,Substantial,cessna,C172,1,0,0,1,1,2
272,Substantial,cessna,C150,1,0,0,0,2,2
273,Substantial,cessna,C182,1,0,0,0,2,2
274,Substantial,cessna,C172,1,0,0,0,2,2
275,Destroyed,cessna,C152,1,0,0,0,1,1
276,Substantial,cessna,C150,1,0,0,0,1,1
277,Substantial,cessna,C172,1,0,0,0,1,1
278,Destroyed,cessna,C152,1,2,0,0,0,2
279,Substantial,cessna,C182,1,0,0,0,1,1
280,Substantial,cessna,C150,1,0,0,0,1,1
281,Destroyed,cessna,C152,1,0,0,1,1,2
282,Substantial,cessna,C182,1,0,0,0,1,1
283,Substantial,cessna,C152,1,1,0,0,0,1
284,Substantial,cessna,C150,1,0,0,0,1,1
285,Substantial,cessna,C150,1,0,0,0,2,2
286,Substantial,cessna,C172,1,0,0,0,3,3
287,Destroyed,cessna,C172,1,1,0,0,0,1
288,Substantial,cessna,C172,1,0,0,0,4,4
289,Substantial,cessna,C150,1,0,0,0,2,2
290,Destroyed,cessna,C150,1,2,0,0,0,2
291,Substantial,cessna,C172,1,0,0,0,1,1
292,Substantial,cessna,C182,1,0,0,0,2,2
293,Substantial,cessna,C150,1,0,0,0,1,1
294,Substantial,cessna,C172,1,0,0,0,1,1
295,Substantial,cessna,C182,1,0,0,1,1,2
296,Substantial,cessna,C172,1,0,0,0,1,1
297,Substantial,cessna,C210,1,0,0,1,0,1
298,Substantial,cessna,C152,1,0,0,0,1,1
299,Destroyed,cessna,C172,1,4,0,0,0,4
300,Substantial,cessna,C172,1,0,0,0,1,1
301,Substantial,cessna,C150,1,0,0,0,1,1
302,Substantial,cessna,C180,1,0,0,0,4,4
303,Substantial,cessna,C182,1,0,0,2,0,2
304,Destroyed,cessna,C172,1,3,0,0,0,3
305,Destroyed,cessna,C210,1,2,0,0,0,2
306,Destroyed,cessna,C182,1,2,0,0,0,2
307,Substantial,cessna,C152,1,0,0,0,1,1
308,Substantial,cessna,C150,1,0,0,0,2,2
309,Destroyed,cessna,C172,1,1,0,0,0,1
310,Substantial,cessna,C172,1,0,0,0,1,1
311,Destroyed,cessna,C152,1,0,0,0,1,1
312,Substantial,cessna,C210,1,0,1,4,0,5
313,Substantial,cessna,C172,1,0,0,1,1,2
314,Substantial,cessna,C172,1,0,0,0,2,2
315,Substantial,cessna,C172,1,0,2,1,1,4
316,Substantial,cessna,C180,1,0,0,1,0,1
317,Substantial,cessna,C182,1,0,0,0,3,3
318,Substantial,cessna,C152,1,0,0,0,1,1
319,Destroyed,cessna,C150,1,0,0,1,0,1
320,Substantial,cessna,C210,1,0,0,0,1,1
321,Substantial,cessna,C210,1,0,0,0,2,2
322,Substantial,cessna,C182,1,0,0,0,1,1
323,Substantial,cessna,C150,1,0,0,0,1,1
324,Substantial,cessna,C150,1,0,0,0,1,1
325,Destroyed,cessna,C182,1,0,0,0,1,1
326,Destroyed,cessna,C182,1,0,1,1,1,3
327,Destroyed,cessna,C172,1,0,2,0,0,2
328,Substantial,cessna,C180,1,0,0,0,4,4
329,Substantial,cessna,C172,1,0,0,1,2,3
330,Substantial,cessna,C150,1,0,0,1,1,2
331,Substantial,cessna,C150,1,0,0,0,1,1
332,Substantial,cessna,C172,1,0,0,0,1,1
333,Substantial,cessna,C172,1,0,0,0,1,1
334,Substantial,cessna,C172,1,0,0,0,1,1
335,Substantial,cessna,C150,1,0,0,1,0,1
336,Substantial,cessna,C150,1,0,0,2,0,2
337,Substantial,cessna,C210,1,0,0,0,1,1
338,Substantial,cessna,C180,1,0,0,0,1,1
339,Substantial,cessna,C210,1,0,0,0,1,1
340,Substantial,cessna,C152,1,0,0,0,2,2
341,Substantial,cessna,C152,1,0,0,0,1,1
342,Substantial,cessna,C172,1,0,0,0,1,1
343,Substantial,cessna,C182,1,0,0,0,2,2
344,Destroyed,cessna,C210,1,2,0,0,0,2
345,Substantial,cessna,C150,1,0,0,0,1,1
346,Destroyed,cessna,C150,1,2,0,0,0,2
347,Substantial,cessna,C172,1,0,0,2,2,4
348,Substantial,cessna,C180,1,0,0,0,2,2
349,Substantial,cessna,C182,1,0,1,2,2,5
350,Destroyed,cessna,C180,1,4,0,0,0,4
351,Substantial,cessna,C172,1,0,0,0,3,3
352,Substantial,cessna,C182,1,0,0,0,3,3
353,Substantial,cessna,C150,1,0,0,0,1,1
354,Substantial,cessna,C150,1,0,0,0,1,1
355,Substantial,cessna,C210,1,0,0,0,1,1
356,Substantial,cessna,C172,1,0,0,0,1,1
357,Substantial,cessna,C152,1,0,0,0,1,1
358,Substantial,cessna,C182,1,0,0,0,2,2
359,Destroyed,cessna,C172,1,0,0,3,0,3
360,Destroyed,cessna,C172,1,0,0,0,2,2
361,Destroyed,cessna,C172,1,1,1,0,0,2
362,Destroyed,cessna,C172,1,2,0,0,0,2
363,Substantial,cessna,C152,1,0,0,0,1,1
364,Substantial,cessna,C152,1,0,1,0,0,1
365,Substantial,cessna,C210,1,0,0,0,4,4
366,Destroyed,cessna,C182,1,4,0,0,0,4
367,Substantial,cessna,C182,1,0,0,0,4,4
368,Substantial,cessna,C150,1,0,0,0,2,2
369,Substantial,cessna,C210,1,0,0,0,1,1
370,Substantial,cessna,C210,1,0,0,0,4,4
371,Destroyed,cessna,C182,1,1,0,0,0,1
372,Substantial,cessna,C150,1,0,0,0,2,2
373,Substantial,cessna,C172,1,4,1,0,0,5
374,Substantial,cessna,C172,1,0,0,0,3,3
375,Substantial,cessna,C152,1,0,0,0,1,1
376,Substantial,cessna,C182,1,0,1,0,0,1
377,Destroyed,cessna,C210,1,3,0,0,0,3
378,Destroyed,cessna,C152,1,1,1,0,0,2
379,Destroyed,cessna,C172,1,1,0,0,0,1
380,Substantial,cessna,C210,1,0,0,1,1,2
381,Substantial,cessna,C210,1,0,0,1,0,1
382,Substantial,cessna,C150,1,0,0,2,0,2
383,Destroyed,cessna,C172,1,2,0,0,0,2
384,Substantial,cessna,C152,1,0,0,0,2,2
385,Substantial,cessna,C150,2,0,0,0,1,1
386,Destroyed,cessna,C210,1,0,0,0,1,1
387,Destroyed,cessna,C172,1,2,0,0,0,2
388,Substantial,cessna,C152,1,0,0,0,1,1
389,Destroyed,cessna,C150,1,1,0,0,0,1
390,Destroyed,cessna,C150,1,0,0,1,0,1
391,Destroyed,cessna,C210,1,1,0,0,0,1
392,Substantial,cessna,C152,1,0,0,0,1,1
393,Substantial,cessna,C172,1,0,0,0,2,2
394,Destroyed,cessna,C172,1,0,0,2,0,2
395,Destroyed,cessna,C150,1,4,0,0,0,4
396,Substantial,cessna,C172,1,0,0,0,1,1
397,Substantial,cessna,C182,1,0,0,0,1,1
398,Destroyed,cessna,C182,1,2,0,0,0,2
399,Destroyed,cessna,C150,1,0,2,0,0,2
400,Substantial,cessna,C172,1,0,0,0,3,3
401,Substantial,cessna,C150,1,0,0,0,2,2
402,Substantial,cessna,C172,1,0,0,0,1,1
403,Substantial,cessna,C172,1,0,0,0,1,1
404,Substantial,cessna,C182,1,0,0,0,2,2
405,Substantial,cessna,C180,1,0,0,1,0,1
406,Destroyed,cessna,C172,1,0,3,0,0,3
407,Destroyed,cessna,C152,1,0,0,2,0,2
408,Substantial,cessna,C152,1,0,0,0,1,1
409,Destroyed,cessna,C152,1,1,1,0,0,2
410,Substantial,cessna,C172,1,0,0,0,1,1
411,Substantial,cessna,C172,1,0,0,0,4,4
412,Substantial,cessna,C182,1,0,0,0,2,2
413,Substantial,cessna,C152,1,0,0,0,1,1
414,Destroyed,cessna,C152,1,0,0,0,2,2
415,Destroyed,cessna,C172,1,0,0,0,2,2
416,Destroyed,cessna,C182,1,3,0,0,0,3
417,Substantial,cessna,C182,1,0,0,2,0,2
418,Destroyed,cessna,C172,1,0,1,0,0,1
419,Substantial,cessna,C182,1,0,0,2,0,2
420,Destroyed,cessna,C210,1,1,0,0,0,1
421,Destroyed,cessna,C182,1,0,1,1,1,3
422,Substantial,cessna,C172,1,0,0,0,2,2
423,Substantial,cessna,C172,1,0,0,1,0,1
424,Substantial,cessna,C150,1,0,0,0,1,1
425,Substantial,cessna,C182,1,0,0,0,4,4
426,Substantial,cessna,C182,1,0,0,4,0,4
427,Substantial,cessna,C152,1,0,0,1,0,1
428,Destroyed,cessna,C182,1,3,0,0,0,3
429,Destroyed,cessna,C172,1,3,0,0,0,3
430,Substantial,cessna,C172,1,0,2,0,0,2
431,Substantial,cessna,C150,1,0,0,1,0,1
432,Destroyed,cessna,C150,1,0,0,1,0,1
433,Substantial,cessna,C150,1,0,0,1,1,2
434,Substantial,cessna,C150,1,0,0,0,2,2
435,Substantial,cessna,C172,1,0,0,0,2,2
436,Substantial,cessna,C172,1,0,0,0,2,2
437,Substantial,cessna,C182,1,0,0,0,2,2
438,Substantial,cessna,C172,1,0,0,0,4,4
439,Destroyed,cessna,C150,1,0,1,1,0,2
440,Substantial,cessna,C150,1,0,0,0,1,1
441,Substantial,cessna,C182,1,0,0,0,4,4
442,Substantial,cessna,C172,1,0,0,2,2,4
443,Substantial,cessna,C172,1,0,0,0,4,4
444,Substantial,cessna,C150,1,0,0,0,1,1
445,Substantial,cessna,C152,1,0,0,0,2,2
446,Substantial,cessna,C150,1,0,0,0,1,1
447,Substantial,cessna,C150,1,2,0,0,0,2
448,Substantial,cessna,C152,1,0,0,0,2,2
449,Substantial,cessna,C150,1,0,0,0,1,1
450,Destroyed,cessna,C182,1,0,0,0,1,1
451,Destroyed,cessna,C182,1,0,0,2,1,3
452,Substantial,cessna,C150,1,0,0,0,1,1
453,Substantial,cessna,C210,1,0,0,0,1,1
454,Substantial,cessna,C182,1,0,0,0,4,4
455,Destroyed,cessna,C152,1,2,0,0,0,2
456,Substantial,cessna,C172,1,0,0,0,3,3
457,Destroyed,cessna,C182,1,0,0,0,2,2
458,Substantial,cessna,C150,1,0,0,0,1,1
459,Substantial,cessna,C152,1,0,0,0,1,1
460,Substantial,cessna,C172,1,0,0,0,2,2
461,Substantial,cessna,C152,1,0,0,1,0,1
462,Substantial,cessna,C150,1,0,0,0,2,2
463,Substantial,cessna,C182,1,0,0,0,1,1
464,Destroyed,cessna,C150,1,2,0,0,0,2
465,Substantial,cessna,C182,1,0,0,0,2,2
466,Substantial,cessna,C180,1,0,0,1,4,5
467,Substantial,cessna,C172,1,0,0,0,2,2
468,Substantial,cessna,C182,1,0,0,1,0,1
469,Substantial,cessna,C180,1,0,0,0,1,1
470,Substantial,cessna,C180,1,0,0,0,1,1
471,Destroyed,cessna,C152,1,1,0,0,0,1
472,Destroyed,cessna,C172,1,4,0,0,0,4
473,Destroyed,cessna,C172,1,0,1,0,0,1
474,Substantial,cessna,C150,1,0,1,0,0,1
475,Substantial,cessna,C150,1,0,0,0,2,2
476,Substantial,cessna,C172,1,0,0,0,2,2
477,Substantial,cessna,C152,1,0,0,0,1,1
478,Destroyed,cessna,C172,1,0,1,3,1,5
479,Substantial,cessna,C210,1,0,0,2,1,3
480,Substantial,cessna,C182,1,0,0,0,3,3
481,Destroyed,cessna,C172,1,3,0,0,0,3
482,Destroyed,cessna,C182,1,5,0,0,0,5
483,Substantial,cessna,C150,1,0,0,0,1,1
484,Substantial,cessna,C182,1,0,0,0,3,3
485,Destroyed,cessna,C172,1,4,0,0,0,4
486,Substantial,cessna,C150,1,0,0,0,2,2
487,Destroyed,cessna,C182,1,0,0,0,2,2
488,Substantial,cessna,C152,1,0,0,0,1,1
489,Substantial,cessna,C182,1,0,0,0,2,2
490,Substantial,cessna,C150,1,0,0,0,1,1
491,Substantial,cessna,C150,1,0,0,1,0,1
492,Substantial,cessna,C172,1,0,0,1,1,2
493,Destroyed,cessna,C150,1,1,0,0,0,1
494,Destroyed,cessna,C150,1,2,0,0,0,2
495,Substantial,cessna,C152,1,0,0,0,2,2
496,Substantial,cessna,C150,1,0,0,0,1,1
497,Destroyed,cessna,C152,1,6,0,0,0,6
498,Destroyed,cessna,C172,1,6,0,0,0,6
499,Substantial,cessna,C150,1,0,2,0,0,2
500,Substantial,cessna,C150,1,0,0,0,1,1
501,Destroyed,cessna,C150,1,0,0,0,1,1
502,Substantial,cessna,C172,1,0,0,0,2,2
503,Substantial,cessna,C152,1,0,0,0,1,1
504,Substantial,cessna,C172,1,0,0,1,4,5
505,Substantial,cessna,C150,1,0,0,0,2,2
506,Destroyed,cessna,C150,1,0,0,0,2,2
507,Destroyed,cessna,C182,1,4,1,0,1,6
508,Substantial,cessna,C182,1,0,0,0,4,4
509,Substantial,cessna,C180,1,0,0,0,2,2
510,Substantial,cessna,C172,1,0,0,0,1,1
511,Substantial,cessna,C150,1,0,0,0,1,1
512,Substantial,cessna,C182,1,0,0,1,2,3
513,Substantial,cessna,C182,1,0,0,2,0,2
514,Substantial,cessna,C150,1,0,0,0,2,2
515,Substantial,cessna,C152,1,0,0,0,1,1
516,Destroyed,cessna,C172,1,2,0,0,2,4
517,Substantial,cessna,C152,1,2,0,0,2,4
518,Substantial,cessna,C180,1,0,0,1,1,2
519,Substantial,cessna,C182,1,0,0,0,2,2
520,Substantial,cessna,C150,1,0,0,1,0,1
521,Substantial,cessna,C182,1,0,0,0,2,2
522,Substantial,cessna,C150,1,0,0,0,1,1
523,Substantial,cessna,C172,1,0,0,3,1,4
524,Substantial,cessna,C172,1,0,0,1,0,1
525,Destroyed,cessna,C210,1,2,0,0,0,2
526,Minor,cessna,C172,1,0,0,0,2,2
527,Minor,cessna,C152,1,0,0,0,2,2
528,Substantial,cessna,C172,1,0,0,0,2,2
529,Substantial,cessna,C150,1,0,0,0,1,1
