,aircraft.damage,make,model,number.of.engines,total.fatal.injuries,total.serious.injuries,total.minor.injuries,total.uninjured,total.passengers
13223,Substantial,cessna,C210,1,0,0,0,6,6
13224,Substantial,cessna,C172,1,0,3,0,1,4
13225,Substantial,cessna,C182,1,0,0,0,2,2
13226,Substantial,cessna,C182,1,0,0,0,2,2
13227,Substantial,cessna,C172,1,1,0,0,1,2
13228,Substantial,cessna,C180,1,0,0,0,1,1
13229,Substantial,cessna,C182,1,0,0,0,2,2
13230,Substantial,cessna,C150,1,0,0,1,1,2
13231,Destroyed,cessna,C182,1,0,0,0,2,2
13232,Substantial,cessna,C150,1,0,0,1,1,2
13233,Substantial,cessna,C172,1,0,0,1,1,2
13234,Substantial,cessna,C172,1,0,0,0,2,2
13235,Substantial,cessna,C172,1,0,0,0,1,1
13236,Substantial,cessna,C180,1,0,0,0,1,1
13237,Substantial,cessna,C180,1,0,0,0,2,2
13238,Substantial,cessna,C172,1,0,0,0,4,4
13239,Substantial,cessna,C180,1,0,0,0,1,1
13240,Substantial,cessna,C180,1,0,0,0,3,3
13241,Substantial,cessna,C172,1,0,0,0,3,3
13242,Substantial,cessna,C172,1,0,0,0,1,1
13243,Substantial,cessna,C172,1,0,0,0,1,1
13244,Substantial,cessna,C182,1,2,0,0,1,3
13245,Substantial,cessna,C172,1,0,1,1,1,3
13246,Substantial,cessna,C182,1,0,0,0,2,2
13247,Substantial,cessna,C172,1,0,0,0,1,1
13248,Substantial,cessna,C150,1,0,0,0,1,1
13249,Substantial,cessna,C172,1,0,0,0,3,3
13250,Substantial,cessna,C150,1,0,0,0,1,1
13251,Substantial,cessna,C150,1,0,0,0,1,1
13252,Substantial,cessna,C182,1,0,0,0,3,3
13253,Substantial,cessna,C150,1,0,0,1,1,2
13254,Substantial,cessna,C172,1,0,0,0,2,2
13255,Substantial,cessna,C182,1,0,0,0,2,2
13256,Substantial,cessna,C210,1,0,0,0,1,1
13257,Substantial,cessna,C152,1,0,0,0,1,1
13258,Substantial,cessna,C172,1,0,0,0,1,1
13259,Substantial,cessna,C172,1,0,0,0,3,3
13260,Substantial,cessna,C182,1,0,0,0,2,2
13261,Substantial,cessna,C172,1,0,0,0,2,2
13262,Substantial,cessna,C180,1,0,0,0,1,1
13263,Destroyed,cessna,C150,1,1,0,0,1,2
13264,Substantial,cessna,C172,1,0,0,1,1,2
13265,Substantial,cessna,C172,1,0,0,0,1,1
13266,Destroyed,cessna,C150,1,2,0,0,1,3
13267,Substantial,cessna,C150,1,0,0,2,1,3
13268,Substantial,cessna,C182,1,0,0,0,2,2
13269,Substantial,cessna,C172,1,0,0,0,3,3
13270,Substantial,cessna,C152,1,0,0,0,1,1
13271,Destroyed,cessna,C150,1,0,0,0,1,1
13272,Substantial,cessna,C210,1,0,0,1,1,2
13273,Substantial,cessna,C172,1,0,0,0,1,1
13274,Substantial,cessna,C152,1,0,0,0,1,1
13275,Substantial,cessna,C182,1,1,0,0,1,2
13276,Substantial,cessna,C172,1,0,0,0,2,2
13277,Destroyed,cessna,C182,1,2,0,0,1,3
13278,Substantial,cessna,C152,1,0,0,0,2,2
13279,Substantial,cessna,C180,1,0,0,0,2,2
13280,Substantial,cessna,C172,1,0,0,0,2,2
13281,Substantial,cessna,C180,1,0,0,0,1,1
13282,Substantial,cessna,C182,1,0,0,0,1,1
13283,Substantial,cessna,C182,1,0,0,0,1,1
13284,Substantial,cessna,C172,1,0,0,0,2,2
13285,Substantial,cessna,C172,1,0,0,1,1,2
13286,Substantial,cessna,C172,1,0,0,0,2,2
13287,Substantial,cessna,C172,1,0,0,0,1,1
13288,Substantial,cessna,C182,1,0,0,0,4,4
13289,Substantial,cessna,C182,1,0,0,0,1,1
13290,Substantial,cessna,C210,1,0,0,0,6,6
13291,Substantial,cessna,C150,1,0,0,1,1,2
13292,Substantial,cessna,C172,1,0,0,0,1,1
13293,Substantial,cessna,C152,1,0,0,1,1,2
13294,Substantial,cessna,C182,1,0,0,0,2,2
13295,Substantial,cessna,C182,1,2,0,0,1,3
13296,Destroyed,cessna,C172,1,1,0,0,1,2
13297,Substantial,cessna,C152,1,0,0,0,1,1
13298,Substantial,cessna,C172,1,0,0,1,3,4
13299,Substantial,cessna,C172,1,0,0,0,1,1
13300,Substantial,cessna,C150,1,0,0,2,1,3
13301,Substantial,cessna,C172,1,0,0,0,1,1
13302,Substantial,cessna,C182,1,0,0,0,2,2
13303,Substantial,cessna,C172,1,0,0,0,1,1
13304,Substantial,cessna,C150,1,0,0,0,1,1
13305,Destroyed,cessna,C172,1,0,0,0,1,1
13306,Destroyed,cessna,C172,1,2,2,0,1,5
13307,Substantial,cessna,C152,1,0,0,0,2,2
13308,Minor,cessna,C152,1,0,0,0,2,2
13309,Substantial,cessna,C150,1,0,0,0,2,2
13310,Substantial,cessna,C172,1,0,0,0,1,1
13311,Substantial,cessna,C172,1,0,0,0,2,2
13312,Substantial,cessna,C172,1,0,0,0,1,1
13313,Substantial,cessna,C172,1,0,0,0,4,4
13314,Substantial,cessna,C210,1,0,0,0,4,4
13315,Substantial,cessna,C210,1,0,0,0,2,2
13316,Substantial,cessna,C172,1,0,0,0,2,2
13317,Substantial,cessna,C152,1,0,0,0,1,1
13318,Substantial,cessna,C210,1,0,0,0,6,6
13319,Substantial,cessna,C150,1,0,0,0,2,2
13320,Substantial,cessna,C152,1,0,0,0,1,1
13321,Substantial,cessna,C180,1,0,0,0,2,2
13322,Substantial,cessna,C172,1,0,0,0,1,1
13323,Substantial,cessna,C152,1,0,0,0,2,2
13324,Substantial,cessna,C172,1,0,1,0,1,2
13325,Substantial,cessna,C150,1,0,0,0,2,2
13326,Substantial,cessna,C210,1,0,0,0,2,2
13327,Substantial,cessna,C150,1,0,0,0,1,1
13328,Substantial,cessna,C172,1,0,0,0,1,1
13329,Substantial,cessna,C172,1,0,0,0,2,2
13330,Substantial,cessna,C172,1,0,0,0,2,2
13331,Substantial,cessna,C172,1,0,0,1,1,2
13332,Substantial,cessna,C172,1,0,0,0,1,1
13333,Substantial,cessna,C150,1,0,0,0,1,1
13334,Destroyed,cessna,C210,1,1,0,0,1,2
13335,Substantial,cessna,C152,1,0,0,0,2,2
13336,Substantial,cessna,C172,1,0,0,0,4,4
13337,Substantial,cessna,C210,1,0,0,0,1,1
13338,Substantial,cessna,C150,1,0,0,0,2,2
13339,Substantial,cessna,C210,1,0,0,1,1,2
13340,Destroyed,cessna,C172,1,0,0,0,1,1
13341,Substantial,cessna,C172,1,0,0,0,1,1
13342,Substantial,cessna,C150,1,1,0,0,1,2
13343,Substantial,cessna,C172,1,0,0,0,1,1
13344,Substantial,cessna,C210,1,0,2,0,1,3
13345,Destroyed,cessna,C182,1,4,0,0,1,5
13346,Substantial,cessna,C172,1,0,0,0,1,1
13347,Substantial,cessna,C182,1,0,0,0,2,2
13348,Destroyed,cessna,C182,1,2,0,0,1,3
13349,Destroyed,cessna,C182,1,3,0,0,1,4
13350,Substantial,cessna,C150,1,0,0,0,2,2
13351,Substantial,cessna,C182,1,0,0,0,4,4
13352,Substantial,cessna,C172,1,0,0,0,1,1
13353,Substantial,cessna,C182,1,0,1,0,1,2
13354,Substantial,cessna,C182,1,0,0,0,1,1
13355,Substantial,cessna,C150,1,0,0,0,2,2
13356,Destroyed,cessna,C182,1,2,0,0,1,3
13357,Substantial,cessna,C182,1,0,0,0,1,1
13358,Substantial,cessna,C172,1,0,0,0,2,2
13359,Substantial,cessna,C152,1,0,0,0,1,1
13360,Substantial,cessna,C152,1,0,0,0,1,1
13361,Substantial,cessna,C172,1,0,0,0,1,1
13362,Substantial,cessna,C172,1,0,0,0,2,2
13363,Substantial,cessna,C210,1,1,0,0,1,2
13364,Substantial,cessna,C152,1,0,0,0,1,1
13365,Substantial,cessna,C172,1,2,0,0,1,3
13366,Substantial,cessna,C150,1,0,0,0,1,1
13367,Substantial,cessna,C172,1,0,0,0,2,2
13368,Substantial,cessna,C152,1,0,0,0,1,1
13369,Substantial,cessna,C172,1,0,0,0,1,1
13370,Substantial,cessna,C172,1,0,1,0,4,5
13371,Substantial,cessna,C172,1,0,0,0,2,2
13372,Substantial,cessna,C172,1,0,0,1,1,2
13373,Substantial,cessna,C172,1,0,0,0,3,3
13374,Substantial,cessna,C180,1,0,0,0,1,1
13375,Substantial,cessna,C172,1,0,0,0,1,1
13376,Substantial,cessna,C172,1,0,0,0,2,2
13377,Substantial,cessna,C182,1,0,0,1,1,2
13378,Substantial,cessna,C182,1,0,1,2,1,4
13379,Substantial,cessna,C150,1,0,0,2,1,3
13380,Substantial,cessna,C182,1,0,0,0,4,4
13381,Substantial,cessna,C172,1,0,0,0,2,2
13382,Substantial,cessna,C150,1,2,0,0,1,3
13383,Substantial,cessna,C172,1,0,0,0,1,1
13384,Substantial,cessna,C210,1,0,0,0,2,2
13385,Substantial,cessna,C172,1,0,0,0,3,3
13386,Substantial,cessna,C172,1,0,0,2,1,3
13387,Substantial,cessna,C172,1,0,0,0,1,1
13388,Substantial,cessna,C150,1,0,0,0,2,2
13389,Substantial,cessna,C172,1,0,0,0,1,1
13390,Substantial,cessna,C150,1,0,0,0,1,1
13391,Substantial,cessna,C172,1,0,0,0,2,2
13392,Substantial,cessna,C172,1,0,0,0,2,2
13393,Substantial,cessna,C172,1,0,0,2,1,3
13394,Substantial,cessna,C182,1,0,0,0,2,2
13395,Substantial,cessna,C172,1,0,0,0,1,1
13396,Substantial,cessna,C182,1,0,1,0,1,2
13397,Substantial,cessna,C210,1,0,0,0,3,3
13398,Substantial,cessna,C172,1,0,0,0,1,1
13399,Substantial,cessna,C172,1,0,0,0,1,1
13400,Substantial,cessna,C150,1,0,0,2,1,3
13401,Substantial,cessna,C150,1,0,0,0,1,1
13402,Substantial,cessna,C172,1,0,0,0,2,2
13403,Substantial,cessna,C210,1,0,0,0,5,5
13404,Substantial,cessna,C150,1,0,0,0,1,1
13405,Substantial,cessna,C150,1,0,2,0,1,3
13406,Substantial,cessna,C172,1,0,0,0,1,1
13407,Substantial,cessna,C172,1,0,0,0,2,2
13408,Substantial,cessna,C180,1,0,0,0,1,1
13409,Substantial,cessna,C210,1,0,0,0,2,2
13410,Substantial,cessna,C152,1,0,0,0,1,1
13411,Substantial,cessna,C150,1,0,0,0,1,1
13412,Substantial,cessna,C150,1,0,0,0,1,1
13413,Destroyed,cessna,C172,1,0,0,0,2,2
13414,Substantial,cessna,C172,1,0,0,0,1,1
13415,Substantial,cessna,C152,1,0,0,0,2,2
13416,Substantial,cessna,C150,1,0,0,0,1,1
13417,Destroyed,cessna,C172,1,2,0,0,1,3
13418,Substantial,cessna,C150,1,0,0,2,1,3
13419,Substantial,cessna,C172,1,0,0,1,1,2
13420,Substantial,cessna,C172,1,0,0,0,1,1
13421,Substantial,cessna,C182,1,0,0,1,1,2
13422,Substantial,cessna,C182,1,0,0,2,2,4
13423,Destroyed,cessna,C152,1,0,0,2,1,3
13424,Substantial,cessna,C150,1,0,0,0,1,1
13425,Substantial,cessna,C172,1,0,0,2,1,3
13426,Substantial,cessna,C172,1,0,0,2,1,3
13427,Substantial,cessna,C150,1,0,0,0,2,2
13428,Substantial,cessna,C182,1,3,0,0,0,3
13429,Substantial,cessna,C182,1,0,0,1,1,2
13430,Substantial,cessna,C150,1,0,0,1,1,2
13431,Substantial,cessna,C172,1,0,0,0,1,1
13432,Destroyed,cessna,C182,1,1,0,0,1,2
13433,Substantial,cessna,C150,1,0,0,1,1,2
13434,Substantial,cessna,C152,1,0,0,0,2,2
13435,Substantial,cessna,C150,1,0,0,0,2,2
13436,Substantial,cessna,C150,1,0,0,3,1,4
13437,Substantial,cessna,C172,1,0,0,0,1,1
13438,Substantial,cessna,C180,1,0,0,2,1,3
13439,Destroyed,cessna,C182,1,3,0,0,1,4
13440,Substantial,cessna,C172,1,0,0,0,1,1
13441,Substantial,cessna,C172,1,0,0,0,2,2
13442,Substantial,cessna,C172,1,0,0,0,1,1
13443,Substantial,cessna,C210,1,0,0,0,1,1
13444,Substantial,cessna,C172,1,0,0,0,1,1
13445,Substantial,cessna,C182,1,3,0,0,1,4
13446,Substantial,cessna,C172,1,0,0,1,1,2
13447,Substantial,cessna,C182,1,0,1,0,1,2
13448,Substantial,cessna,C150,1,0,0,1,1,2
13449,Substantial,cessna,C210,1,1,0,0,1,2
13450,Substantial,cessna,C172,1,0,0,0,1,1
13451,Substantial,cessna,C172,1,0,0,0,1,1
13452,Substantial,cessna,C172,1,0,0,1,1,2
13453,Substantial,cessna,C210,1,0,0,0,3,3
13454,Substantial,cessna,C172,1,0,0,0,1,1
13455,Substantial,cessna,C172,1,0,0,0,1,1
13456,Substantial,cessna,C152,1,0,0,1,1,2
13457,Substantial,cessna,C172,1,0,0,1,1,2
13458,Substantial,cessna,C172,1,0,0,0,1,1
13459,Substantial,cessna,C152,1,0,0,0,1,1
13460,Substantial,cessna,C180,1,0,0,0,3,3
13461,Substantial,cessna,C182,1,0,0,0,2,2
13462,Substantial,cessna,C182,1,0,0,0,1,1
13463,Substantial,cessna,C210,1,0,0,0,1,1
13464,Destroyed,cessna,C172,1,3,0,0,1,4
13465,Substantial,cessna,C182,1,5,0,0,1,6
13466,Substantial,cessna,C172,1,0,0,0,1,1
13467,Substantial,cessna,C172,1,0,0,0,3,3
13468,Substantial,cessna,C172,1,0,0,0,2,2
13469,Substantial,cessna,C172,1,0,0,0,1,1
13470,Substantial,cessna,C150,1,0,0,0,1,1
13471,Substantial,cessna,C172,1,0,0,0,1,1
13472,Substantial,cessna,C150,1,0,0,0,1,1
13473,Substantial,cessna,C150,1,1,0,0,1,2
13474,Substantial,cessna,C172,1,0,0,1,0,1
13475,Substantial,cessna,C172,1,0,0,0,2,2
13476,Substantial,cessna,C182,1,0,1,0,1,2
13477,Substantial,cessna,C180,1,0,0,1,1,2
13478,Substantial,cessna,C182,1,0,0,0,4,4
13479,Substantial,cessna,C210,1,0,0,0,2,2
13480,Substantial,cessna,C172,1,0,0,0,1,1
13481,Substantial,cessna,C182,1,0,0,1,1,2
13482,Destroyed,cessna,C172,1,0,0,3,1,4
13483,Substantial,cessna,C182,1,0,0,0,4,4
13484,Substantial,cessna,C210,1,0,0,0,2,2
13485,Substantial,cessna,C172,1,0,0,0,1,1
13486,Substantial,cessna,C172,1,0,0,0,4,4
13487,Substantial,cessna,C172,1,0,0,0,1,1
13488,Substantial,cessna,C150,1,0,0,2,1,3
13489,Substantial,cessna,C172,1,0,0,0,1,1
13490,Substantial,cessna,C172,1,0,0,1,2,3
13491,Substantial,cessna,C172,1,1,1,0,1,3
13492,Substantial,cessna,C150,1,0,0,2,1,3
13493,Substantial,cessna,C172,1,0,0,0,1,1
13494,Destroyed,cessna,C150,1,0,0,0,2,2
13495,Substantial,cessna,C180,1,0,0,1,1,2
13496,Substantial,cessna,C182,1,0,0,0,1,1
13497,Substantial,cessna,C172,1,0,0,0,2,2
13498,Substantial,cessna,C152,1,0,0,0,1,1
13499,Destroyed,cessna,C182,1,2,0,0,1,3
13500,Substantial,cessna,C182,1,0,0,0,2,2
13501,Substantial,cessna,C172,1,0,0,0,1,1
13502,Substantial,cessna,C172,1,0,2,1,1,4
13503,Substantial,cessna,C172,1,0,0,0,2,2
13504,Substantial,cessna,C172,1,0,0,0,2,2
13505,Substantial,cessna,C182,1,0,0,0,3,3
13506,Substantial,cessna,C182,1,1,0,0,1,2
13507,Substantial,cessna,C150,1,0,0,0,1,1
13508,Substantial,cessna,C172,1,0,0,0,1,1
13509,Substantial,cessna,C150,1,0,0,0,1,1
13510,Substantial,cessna,C150,1,0,0,2,1,3
13511,Substantial,cessna,C172,1,0,0,0,1,1
13512,Substantial,cessna,C172,1,0,0,0,1,1
13513,Substantial,cessna,C172,1,0,0,0,2,2
13514,Substantial,cessna,C180,1,0,0,0,4,4
13515,Substantial,cessna,C172,1,0,0,0,1,1
13516,Substantial,cessna,C172,1,0,0,0,1,1
13517,Substantial,cessna,C210,1,0,0,0,2,2
13518,Substantial,cessna,C150,1,0,0,0,1,1
13519,Substantial,cessna,C182,1,0,0,2,1,3
13520,Substantial,cessna,C182,1,0,0,0,4,4
13521,Substantial,cessna,C152,1,0,0,1,1,2
13522,Substantial,cessna,C182,1,0,0,0,3,3
13523,Substantial,cessna,C182,1,0,0,0,2,2
13524,Substantial,cessna,C182,1,0,0,1,2,3
13525,Substantial,cessna,C182,1,0,0,0,2,2
13526,Substantial,cessna,C172,1,0,0,0,3,3
13527,Substantial,cessna,C180,1,0,0,0,2,2
13528,Substantial,cessna,C182,1,0,0,0,1,1
13529,Substantial,cessna,C180,1,0,0,0,2,2
13530,Substantial,cessna,C180,1,0,0,0,4,4
13531,Substantial,cessna,C182,1,2,0,0,1,3
13532,Substantial,cessna,C182,1,0,0,0,3,3
13533,Substantial,cessna,C172,1,0,0,0,2,2
13534,Substantial,cessna,C172,1,0,0,0,1,1
13535,Substantial,cessna,C172,1,0,0,0,2,2
13536,Substantial,cessna,C152,1,0,0,0,1,1
13537,Substantial,cessna,C150,1,0,0,0,1,1
13538,Substantial,cessna,C150,1,0,0,1,1,2
13539,Substantial,cessna,C172,1,0,0,2,1,3
13540,Substantial,cessna,C182,1,0,0,0,2,2
13541,Substantial,cessna,C150,1,1,0,0,1,2
13542,Substantial,cessna,C182,1,0,0,0,5,5
13543,Substantial,cessna,C150,1,2,0,0,1,3
13544,Substantial,cessna,C182,1,0,0,0,2,2
13545,Substantial,cessna,C172,1,0,0,0,1,1
13546,Substantial,cessna,C150,1,0,1,0,1,2
13547,Substantial,cessna,C150,1,0,0,0,2,2
13548,Substantial,cessna,C172,1,0,0,0,1,1
13549,Substantial,cessna,C172,1,0,0,1,1,2
13550,Substantial,cessna,C180,1,0,0,0,2,2
13551,Substantial,cessna,C172,1,0,0,0,1,1
13552,Substantial,cessna,C180,1,0,0,0,2,2
13553,Substantial,cessna,C182,1,0,0,0,2,2
13554,Substantial,cessna,C182,1,0,0,0,2,2
13555,Substantial,cessna,C180,1,0,0,1,1,2
13556,Substantial,cessna,C172,1,0,0,0,2,2
13557,Substantial,cessna,C172,1,0,0,0,2,2
13558,Substantial,cessna,C182,1,0,0,0,1,1
13559,Substantial,cessna,C172,1,0,0,0,1,1
13560,Substantial,cessna,C182,1,0,0,0,2,2
13561,Substantial,cessna,C172,1,0,0,0,2,2
13562,Substantial,cessna,C182,1,0,0,0,1,1
13563,Substantial,cessna,C182,1,0,0,0,3,3
13564,Substantial,cessna,C150,1,0,0,0,1,1
13565,Destroyed,cessna,C172,1,2,0,0,1,3
13566,Substantial,cessna,C172,1,0,0,0,1,1
13567,Substantial,cessna,C210,1,0,0,0,2,2
13568,Substantial,cessna,C172,1,0,0,2,2,4
13569,Substantial,cessna,C172,1,0,0,2,1,3
13570,Destroyed,cessna,C182,1,3,0,0,1,4
13571,Substantial,cessna,C152,1,0,0,1,1,2
13572,Substantial,cessna,C210,1,0,0,0,1,1
13573,Substantial,cessna,C172,1,0,0,0,1,1
13574,Substantial,cessna,C150,1,0,0,0,2,2
13575,Destroyed,cessna,C180,1,0,0,0,2,2
13576,Substantial,cessna,C172,1,0,0,1,1,2
13577,Substantial,cessna,C182,1,0,0,0,1,1
13578,Substantial,cessna,C172,1,0,0,0,1,1
13579,Substantial,cessna,C182,1,0,0,0,1,1
13580,Substantial,cessna,C172,1,0,0,0,1,1
13581,Substantial,cessna,C182,1,0,0,0,2,2
13582,Substantial,cessna,C210,1,0,0,2,1,3
13583,Destroyed,cessna,C150,1,1,0,0,0,1
13584,Destroyed,cessna,C172,1,1,0,0,1,2
13585,Substantial,cessna,C182,1,0,0,0,2,2
13586,Substantial,cessna,C172,1,2,1,0,1,4
13587,Substantial,cessna,C172,1,0,0,0,2,2
13588,Substantial,cessna,C172,1,0,0,0,2,2
13589,Substantial,cessna,C172,1,0,0,0,1,1
13590,Substantial,cessna,C172,1,0,0,0,1,1
13591,Substantial,cessna,C182,1,0,0,0,2,2
13592,Substantial,cessna,C172,1,0,0,5,1,6
13593,Substantial,cessna,C172,1,2,2,0,1,5
13594,Substantial,cessna,C172,1,0,0,1,1,2
13595,Substantial,cessna,C172,1,0,0,0,2,2
13596,Substantial,cessna,C180,1,0,1,0,1,2
13597,Substantial,cessna,C182,1,0,0,1,2,3
13598,Substantial,cessna,C182,1,0,0,0,2,2
13599,Substantial,cessna,C172,1,0,0,0,1,1
13600,Substantial,cessna,C180,1,1,1,0,0,2
13601,Substantial,cessna,C150,1,0,0,0,2,2
13602,Destroyed,cessna,C210,1,1,1,0,1,3
13603,Substantial,cessna,C172,1,0,0,0,1,1
13604,Substantial,cessna,C172,1,0,1,0,2,3
13605,Substantial,cessna,C172,1,0,0,0,1,1
13606,Substantial,cessna,C172,1,0,0,0,1,1
13607,Substantial,cessna,C172,1,0,0,0,1,1
13608,Substantial,cessna,C182,1,0,0,0,4,4
13609,Substantial,cessna,C172,1,0,0,0,2,2
13610,Substantial,cessna,C172,1,0,0,1,1,2
13611,Substantial,cessna,C182,1,0,0,0,2,2
13612,Substantial,cessna,C150,1,0,0,1,1,2
13613,Substantial,cessna,C150,1,0,0,0,1,1
13614,Substantial,cessna,C172,1,0,0,2,2,4
13615,Substantial,cessna,C182,1,0,0,0,2,2
13616,Destroyed,cessna,C150,1,2,0,0,0,2
13617,Substantial,cessna,C150,1,0,0,0,2,2
13618,Substantial,cessna,C172,1,0,0,1,1,2
13619,Substantial,cessna,C172,1,0,0,0,2,2
13620,Substantial,cessna,C172,1,0,0,0,1,1
13621,Substantial,cessna,C172,1,0,0,0,1,1
13622,Substantial,cessna,C150,1,0,0,0,2,2
13623,Substantial,cessna,C210,1,0,0,0,2,2
13624,Substantial,cessna,C172,1,0,0,0,2,2
13625,Substantial,cessna,C182,1,0,0,0,3,3
13626,Substantial,cessna,C152,1,0,0,0,1,1
13627,Substantial,cessna,C152,1,0,0,0,1,1
13628,Substantial,cessna,C172,1,0,0,0,2,2
13629,Substantial,cessna,C150,1,0,0,0,2,2
13630,Substantial,cessna,C172,1,0,0,0,1,1
13631,Substantial,cessna,C152,1,0,0,0,3,3
13632,Substantial,cessna,C172,1,0,0,0,2,2
13633,Substantial,cessna,C172,1,0,0,0,1,1
13634,Substantial,cessna,C172,1,1,1,0,1,3
13635,Substantial,cessna,C172,1,0,0,0,1,1
13636,Substantial,cessna,C172,1,0,0,0,1,1
13637,Substantial,cessna,C152,1,0,0,0,1,1
13638,Substantial,cessna,C172,1,1,0,0,0,1
13639,Substantial,cessna,C172,1,0,0,0,1,1
13640,Substantial,cessna,C152,1,0,0,0,1,1
13641,Destroyed,cessna,C182,1,2,0,0,0,2
13642,Substantial,cessna,C150,1,0,2,0,1,3
13643,Substantial,cessna,C210,1,0,1,1,1,3
13644,Substantial,cessna,C180,1,0,0,1,1,2
13645,Substantial,cessna,C180,1,0,0,1,1,2
13646,Substantial,cessna,C210,1,0,0,0,2,2
13647,Substantial,cessna,C172,1,0,0,1,1,2
13648,Substantial,cessna,C172,1,0,0,0,1,1
13649,Substantial,cessna,C150,1,0,0,0,2,2
13650,Substantial,cessna,C172,1,0,0,0,4,4
13651,Substantial,cessna,C182,1,0,0,1,2,3
13652,Substantial,cessna,C172,1,0,0,0,3,3
13653,Destroyed,cessna,C150,1,1,1,0,1,3
13654,Substantial,cessna,C152,1,0,0,2,1,3
13655,Substantial,cessna,C152,1,0,0,0,1,1
13656,Destroyed,cessna,C210,1,2,1,0,0,3
13657,Substantial,cessna,C172,1,2,0,0,0,2
13658,Substantial,cessna,C172,1,0,0,0,1,1
13659,Destroyed,cessna,C182,1,1,0,0,1,2
13660,Substantial,cessna,C152,1,0,0,0,1,1
13661,Substantial,cessna,C172,1,0,0,2,1,3
13662,Substantial,cessna,C152,1,0,0,0,2,2
13663,Destroyed,cessna,C182,1,2,0,0,1,3
13664,Substantial,cessna,C182,1,0,0,0,1,1
13665,Substantial,cessna,C210,1,2,0,0,0,2
13666,Substantial,cessna,C172,1,0,0,0,1,1
13667,Destroyed,cessna,C152,1,2,0,0,1,3
13668,Destroyed,cessna,C172,1,0,0,0,1,1
13669,Substantial,cessna,C172,1,0,0,0,1,1
13670,Substantial,cessna,C172,1,0,0,0,1,1
13671,Substantial,cessna,C152,1,0,0,0,1,1
13672,Substantial,cessna,C210,1,0,0,0,3,3
13673,Substantial,cessna,C182,1,0,0,0,1,1
13674,Substantial,cessna,C172,1,0,0,0,1,1
13675,Substantial,cessna,C182,1,0,0,0,1,1
13676,Substantial,cessna,C172,1,0,0,0,2,2
13677,Substantial,cessna,C172,1,0,0,0,1,1
13678,Substantial,cessna,C172,1,0,0,0,1,1
13679,Substantial,cessna,C152,1,0,0,0,1,1
13680,Substantial,cessna,C172,1,0,1,0,0,1
13681,Substantial,cessna,C150,1,0,0,0,2,2
13682,Substantial,cessna,C152,1,0,0,0,1,1
13683,Substantial,cessna,C172,1,0,0,0,2,2
13684,Substantial,cessna,C172,1,3,0,0,0,3
13685,Destroyed,cessna,C172,1,4,0,0,0,4
13686,Substantial,cessna,C172,1,0,0,0,1,1
13687,Substantial,cessna,C172,1,0,1,0,2,3
13688,Substantial,cessna,C172,1,0,0,0,1,1
13689,Substantial,cessna,C150,1,0,0,0,1,1
13690,Substantial,cessna,C210,1,0,0,0,3,3
13691,Substantial,cessna,C152,1,0,0,0,1,1
13692,Substantial,cessna,C172,1,0,0,0,1,1
13693,Destroyed,cessna,C210,1,1,0,0,0,1
13694,Minor,cessna,C172,1,0,0,0,1,1
13695,Substantial,cessna,C172,1,0,0,0,2,2
13696,Substantial,cessna,C182,1,0,0,0,2,2
13697,Substantial,cessna,C172,1,0,0,0,2,2
13698,Substantial,cessna,C172,1,0,0,0,2,2
13699,Substantial,cessna,C152,1,0,0,0,1,1
13700,Substantial,cessna,C210,1,0,0,0,1,1
13701,Substantial,cessna,C182,1,0,0,0,2,2
13702,Substantial,cessna,C172,1,0,0,0,1,1
13703,Substantial,cessna,C172,1,0,0,0,1,1
13704,Substantial,cessna,C182,1,0,0,0,1,1
13705,Substantial,cessna,C150,1,0,0,0,1,1
13706,Substantial,cessna,C172,1,0,0,0,1,1
13707,Substantial,cessna,C210,1,0,1,0,1,2
13708,Substantial,cessna,C180,1,0,0,0,1,1
13709,Substantial,cessna,C210,1,0,0,0,1,1
13710,Substantial,cessna,C172,1,0,0,0,3,3
13711,Substantial,cessna,C172,1,0,0,0,2,2
13712,Substantial,cessna,C182,1,0,0,0,2,2
13713,Substantial,cessna,C172,1,0,0,0,1,1
13714,Substantial,cessna,C182,1,0,0,0,2,2
13715,Substantial,cessna,C172,1,1,0,1,0,2
13716,Substantial,cessna,C172,1,0,0,0,1,1
13717,Substantial,cessna,C172,1,0,0,0,1,1
13718,Destroyed,cessna,C210,1,2,0,0,0,2
13719,Substantial,cessna,C180,1,0,0,0,1,1
13720,Substantial,cessna,C180,1,0,2,0,1,3
13721,Substantial,cessna,C172,1,0,1,0,0,1
13722,Substantial,cessna,C172,1,4,0,0,0,4
13723,Substantial,cessna,C150,1,0,0,1,0,1
13724,Substantial,cessna,C182,1,2,0,0,0,2
13725,Substantial,cessna,C150,1,0,0,0,1,1
13726,Substantial,cessna,C172,1,0,0,0,1,1
13727,Substantial,cessna,C150,1,0,2,0,0,2
13728,Substantial,cessna,C180,1,0,0,0,1,1
13729,Substantial,cessna,C180,1,0,0,0,1,1
13730,Substantial,cessna,C180,1,0,0,0,2,2
13731,Substantial,cessna,C182,1,0,0,0,1,1
13732,Substantial,cessna,C172,1,0,0,0,2,2
13733,Substantial,cessna,C210,1,0,0,0,3,3
13734,Substantial,cessna,C182,1,0,0,0,1,1
13735,Substantial,cessna,C180,1,0,0,1,0,1
13736,Substantial,cessna,C152,1,0,0,0,1,1
